ticket_id,date_submitted,channel,category,text,word_count,sentiment_label,intent_label,resolution_status,response_time_hours,csat_score,agent_id
TKT-01458,2024-05-29,email,shipping,the delivery was right on time and the item was exactly as described.,13,positive,feedback,unresolved,17.6,5.0,agt-013
TKT-00230,2024-11-09,phone_transcript,billing,i have a negative experience regarding billing. this is a feedback.,11,negative,feedback,resolved,3.7,5.0,agt-049
TKT-00038,2024-12-06,chat,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,resolved,67.7,3.0,agt-020
TKT-00750,2024-09-19,email,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,resolved,71.2,5.0,agt-047
TKT-01046,2024-08-07,social_media,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,7.2,5.0,agt-045
TKT-00470,2024-07-13,social_media,shipping,the package arrived damaged. everything inside was broken.,8,negative,complaint,resolved,36.9,3.0,agt-035
TKT-01279,2024-03-14,phone_transcript,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,21.7,1.0,agt-024
TKT-01473,2024-09-25,chat,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,pending,59.9,,agt-008
TKT-00688,2024-08-16,chat,billing,i have a negative experience regarding billing. this is a cancellation.,11,negative,cancellation,escalated,46.5,4.0,agt-029
TKT-01379,2024-10-30,social_media,technical support,the app crashes every time i try to export data. this is ruining my workflow and i need urgent help.,20,negative,escalation_request,resolved,21.3,4.0,agt-005
TKT-00640,2024-02-12,phone_transcript,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,8.4,2.0,agt-042
TKT-01417,2024-04-13,phone_transcript,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,61.8,1.0,agt-043
TKT-01219,2024-10-27,email,billing,i was charged twice for my subscription this month and i need a refund immediately. this is completely unacceptable.,19,negative,complaint,resolved,54.0,3.0,agt-035
TKT-01159,2024-04-17,email,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,9.1,2.0,agt-021
TKT-01251,2024-10-29,email,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,pending,30.4,,agt-013
TKT-01440,2024-03-10,phone_transcript,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,resolved,59.7,1.0,agt-015
TKT-00801,2024-02-14,email,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,22.0,4.0,agt-011
TKT-00161,2024-12-16,social_media,account,i have a neutral experience regarding account. this is a cancellation.,11,neutral,cancellation,resolved,29.5,2.0,agt-027
TKT-00957,2024-12-13,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,25.4,2.0,agt-018
TKT-01187,2024-09-10,social_media,billing,i have a positive experience regarding billing. this is a feedback.,11,positive,feedback,resolved,16.3,3.0,agt-046
TKT-00822,2024-10-21,email,billing,i have a negative experience regarding billing. this is a escalation request.,12,negative,escalation_request,resolved,15.2,1.0,agt-003
TKT-01271,2024-06-08,chat,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,resolved,49.4,3.0,agt-019
TKT-00878,2024-10-08,chat,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,resolved,36.0,2.0,agt-025
TKT-00914,2024-05-17,chat,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,pending,63.4,,agt-027
TKT-00153,2024-06-12,email,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,escalated,48.3,3.0,agt-020
TKT-01374,2024-03-01,phone_transcript,technical support,i have a neutral experience regarding technical support. this is a cancellation.,12,neutral,cancellation,unresolved,22.5,2.0,agt-026
TKT-00510,2024-01-28,email,technical support,i have a positive experience regarding technical support. this is a cancellation.,12,positive,cancellation,resolved,6.7,3.0,agt-041
TKT-01136,2024-02-27,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,pending,70.4,,agt-021
TKT-01322,2024-10-06,social_media,billing,i have a negative experience regarding billing. this is a feedback.,11,negative,feedback,pending,27.2,,agt-043
TKT-00104,2024-12-03,email,account,i have a positive experience regarding account. this is a inquiry.,11,positive,inquiry,escalated,37.8,4.0,agt-031
TKT-00587,2024-07-31,social_media,account,the onboarding process was smooth and intuitive. very impressed.,9,positive,feedback,escalated,58.0,3.0,agt-047
TKT-01329,2024-12-26,email,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,pending,64.3,,agt-024
TKT-01144,2024-07-18,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,escalated,49.7,5.0,agt-039
TKT-00054,2024-11-17,email,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,pending,17.9,,agt-044
TKT-00152,2024-11-09,social_media,account,just wanted to say the new dashboard is fantastic. so much easier to navigate.,14,positive,feedback,resolved,20.9,5.0,agt-029
TKT-00404,2024-08-12,chat,account,i love the new features in the latest update. keep up the great work!,14,positive,feedback,pending,1.3,,agt-013
TKT-01455,2024-04-27,email,shipping,i have a negative experience regarding shipping. this is a escalation request.,12,negative,escalation_request,resolved,52.1,2.0,agt-013
TKT-00208,2024-10-06,phone_transcript,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,resolved,35.4,5.0,agt-004
TKT-01418,2024-01-02,social_media,technical support,i have a neutral experience regarding technical support. this is a cancellation.,12,neutral,cancellation,resolved,31.5,1.0,agt-048
TKT-01123,2024-03-12,phone_transcript,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,pending,11.1,,agt-024
TKT-00009,2024-02-16,chat,returns,i have a neutral experience regarding returns. this is a cancellation.,11,neutral,cancellation,pending,54.5,,agt-011
TKT-01015,2024-05-30,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,65.6,2.0,agt-015
TKT-01344,2024-08-15,email,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,32.1,3.0,agt-025
TKT-01061,2024-11-10,chat,technical support,i have a positive experience regarding technical support. this is a feedback.,12,positive,feedback,resolved,11.0,2.0,agt-004
TKT-00453,2024-04-02,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,39.8,2.0,agt-039
TKT-00254,2024-12-26,social_media,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,pending,7.3,,agt-038
TKT-00897,2024-11-13,phone_transcript,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,resolved,66.1,1.0,agt-021
TKT-01309,2024-02-19,chat,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,,pending,68.5,,agt-019
TKT-00881,2024-12-22,chat,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,,complaint,resolved,50.8,2.0,agt-024
TKT-01428,2024-11-25,email,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,unresolved,42.6,3.0,agt-016
TKT-00624,2024-08-20,phone_transcript,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,pending,48.5,,agt-041
TKT-00346,2024-06-13,email,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,escalated,17.7,5.0,agt-042
TKT-01287,2024-05-28,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,35.7,3.0,agt-003
TKT-00263,2024-06-07,chat,returns,do i need the original packaging to return an item?,10,neutral,inquiry,resolved,6.2,5.0,agt-026
TKT-00151,2024-05-22,social_media,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,18.3,1.0,agt-025
TKT-00473,2024-01-16,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,68.0,5.0,agt-026
TKT-00641,2024-03-09,phone_transcript,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,resolved,19.1,3.0,agt-013
TKT-01485,2024-06-25,social_media,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,pending,29.6,,agt-001
TKT-01411,2024-01-09,email,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,pending,34.1,,agt-048
TKT-00551,2024-11-28,email,returns,what is your return policy for items bought during a sale?,11,,inquiry,resolved,9.8,1.0,agt-030
TKT-00929,2024-07-10,chat,account,i have a positive experience regarding account. this is a inquiry.,11,positive,inquiry,pending,64.7,,agt-003
TKT-00489,2024-04-02,social_media,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,resolved,8.9,1.0,agt-017
TKT-01357,2024-09-25,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,67.5,1.0,agt-003
TKT-01172,2024-04-19,social_media,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,resolved,32.9,1.0,agt-022
TKT-00147,2024-04-02,email,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,resolved,39.5,2.0,agt-020
TKT-00403,2024-07-15,email,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,pending,67.0,,agt-019
TKT-00955,2024-12-17,social_media,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,37.6,3.0,agt-015
TKT-01406,2024-03-11,chat,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,escalated,67.1,4.0,agt-007
TKT-00660,2024-04-16,email,technical support,the app crashes every time i try to export data. this is ruining my workflow and i need urgent help.,20,negative,escalation_request,resolved,12.2,4.0,agt-008
TKT-00464,2024-10-21,social_media,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,6.9,3.0,agt-021
TKT-00187,2024-11-23,phone_transcript,account,i have a negative experience regarding account. this is a escalation request.,12,negative,escalation_request,pending,66.0,,agt-015
TKT-01148,2024-04-19,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,13.7,2.0,agt-044
TKT-01225,2024-01-06,social_media,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,resolved,45.3,2.0,agt-005
TKT-00609,2024-07-25,chat,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,pending,9.3,,agt-018
TKT-00144,2024-08-22,email,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,escalated,3.1,1.0,agt-021
TKT-00752,2024-03-06,phone_transcript,returns,do i need the original packaging to return an item?,10,neutral,inquiry,resolved,22.3,3.0,agt-022
TKT-00982,2024-03-23,chat,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,resolved,31.5,2.0,agt-002
TKT-00198,2024-12-10,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,pending,59.0,,agt-043
TKT-00884,2024-03-20,email,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,resolved,4.8,3.0,agt-011
TKT-00280,2024-07-24,chat,billing,i have a positive experience regarding billing. this is a escalation request.,12,positive,escalation_request,resolved,27.1,4.0,agt-017
TKT-00294,2024-05-01,phone_transcript,account,i have a positive experience regarding account. this is a inquiry.,11,positive,inquiry,escalated,25.3,3.0,agt-046
TKT-01365,2024-03-19,email,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,unresolved,67.2,2.0,agt-047
TKT-00401,2024-08-16,email,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,escalated,56.5,5.0,agt-022
TKT-00123,2024-08-28,chat,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,32.1,2.0,agt-033
TKT-01208,2024-09-10,chat,account,cancel everything. i've had nothing but issues and the support is terrible.,12,negative,cancellation,resolved,52.6,2.0,agt-027
TKT-00203,2024-06-19,chat,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,22.2,5.0,agt-048
TKT-00836,2024-09-20,chat,returns,i have a negative experience regarding returns. this is a cancellation.,11,negative,cancellation,resolved,49.5,3.0,agt-001
TKT-00247,2024-09-20,phone_transcript,shipping,you shipped to the wrong address even though i updated it before the order was processed.,16,negative,complaint,unresolved,71.0,3.0,agt-004
TKT-01423,2024-09-27,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,pending,0.7,,agt-045
TKT-01409,2024-06-19,social_media,returns,it's been 3 weeks and i still haven't received my refund. this is ridiculous.,14,negative,complaint,resolved,19.7,1.0,agt-007
TKT-01154,2024-08-06,email,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,11.3,4.0,agt-035
TKT-00385,2024-10-16,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,47.6,5.0,agt-023
TKT-01323,2024-03-16,email,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,22.0,3.0,agt-033
TKT-00855,2024-08-16,chat,account,i have a positive experience regarding account. this is a inquiry.,11,positive,inquiry,resolved,66.7,1.0,agt-047
TKT-00220,2024-05-18,phone_transcript,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,resolved,7.8,1.0,agt-033
TKT-00642,2024-10-19,social_media,billing,i have a neutral experience regarding billing. this is a complaint.,11,neutral,complaint,unresolved,16.6,5.0,agt-041
TKT-00002,2024-11-28,email,billing,i'd like to understand the breakdown of charges on my last invoice.,12,neutral,inquiry,pending,50.6,,agt-001
TKT-00113,2024-09-28,email,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,15.9,2.0,agt-047
TKT-00699,2024-10-28,chat,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,30.7,5.0,agt-012
TKT-01432,2024-02-01,chat,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,47.8,2.0,agt-047
TKT-00952,2024-03-28,phone_transcript,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,escalated,49.1,4.0,agt-038
TKT-01318,2024-01-23,chat,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,escalated,22.1,1.0,agt-032
TKT-01292,2024-11-27,phone_transcript,technical support,the api keeps returning 500 errors. my entire team is blocked and productivity is at zero.,16,negative,escalation_request,resolved,45.3,3.0,agt-002
TKT-01354,2024-03-26,email,shipping,my order says delivered but i never received anything. this is theft.,12,negative,complaint,resolved,4.0,1.0,agt-037
TKT-00442,2024-12-17,chat,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,resolved,44.7,5.0,agt-004
TKT-01137,2024-12-10,email,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,escalated,22.3,5.0,agt-035
TKT-01257,2024-01-07,email,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,resolved,53.2,2.0,agt-038
TKT-00664,2024-03-06,social_media,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,49.4,2.0,agt-037
TKT-01373,2024-12-05,social_media,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,unresolved,5.2,3.0,agt-028
TKT-01258,2024-01-29,email,returns,it's been 3 weeks and i still haven't received my refund. this is ridiculous.,14,negative,complaint,pending,50.8,,agt-012
TKT-01332,2024-04-26,phone_transcript,shipping,i have a negative experience regarding shipping. this is a cancellation.,11,negative,cancellation,pending,22.9,,agt-037
TKT-00318,2024-04-21,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,resolved,33.9,3.0,agt-007
TKT-00649,2024-07-21,social_media,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,inquiry,resolved,48.5,1.0,agt-012
TKT-00710,2024-07-27,chat,billing,when does my billing cycle reset each month?,8,neutral,inquiry,resolved,32.4,4.0,agt-024
TKT-01283,2024-01-29,email,billing,my invoice shows charges i never authorized. i've been a customer for 3 years and this has never happened before.,20,negative,complaint,escalated,52.2,3.0,agt-010
TKT-00973,2024-05-28,social_media,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,48.2,5.0,agt-026
TKT-00628,2024-05-05,chat,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,57.5,2.0,agt-028
TKT-00633,2024-05-20,email,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,31.9,1.0,agt-024
TKT-01307,2024-06-28,social_media,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,54.1,3.0,agt-042
TKT-01249,2024-12-09,email,returns,it's been 3 weeks and i still haven't received my refund. this is ridiculous.,14,negative,complaint,unresolved,41.0,4.0,agt-012
TKT-01462,2024-02-18,phone_transcript,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,unresolved,33.5,2.0,agt-034
TKT-01255,2024-10-09,phone_transcript,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,escalated,14.3,1.0,agt-043
TKT-01384,2024-04-08,phone_transcript,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,resolved,25.2,1.0,agt-025
TKT-00796,2024-12-15,social_media,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,64.1,5.0,agt-043
TKT-00646,2024-08-18,phone_transcript,returns,it's been 3 weeks and i still haven't received my refund. this is ridiculous.,14,negative,complaint,resolved,65.4,2.0,agt-031
TKT-01013,2024-03-17,email,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,pending,27.7,,agt-005
TKT-00557,2024-01-03,phone_transcript,returns,your return portal keeps giving me an error when i try to print the label.,15,negative,complaint,resolved,40.4,1.0,agt-049
TKT-00682,2024-05-29,phone_transcript,technical support,the app crashes every time i try to export data. this is ruining my workflow and i need urgent help.,20,negative,escalation_request,resolved,51.1,4.0,agt-042
TKT-00578,2024-10-17,social_media,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,resolved,9.9,4.0,agt-031
TKT-01110,2024-04-18,email,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,71.4,3.0,agt-050
TKT-01267,2024-07-16,chat,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,resolved,30.5,1.0,agt-041
TKT-01184,2024-05-10,email,shipping,i have a negative experience regarding shipping. this is a cancellation.,11,negative,cancellation,resolved,8.6,2.0,agt-045
TKT-00525,2024-05-01,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,escalated,51.4,3.0,agt-003
TKT-01060,2024-10-30,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,43.7,5.0,agt-031
TKT-00541,2024-07-14,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,escalated,28.3,5.0,agt-012
TKT-01195,2024-03-27,phone_transcript,returns,i have a neutral experience regarding returns. this is a escalation request.,12,neutral,escalation_request,escalated,23.6,1.0,agt-045
TKT-00749,2024-10-05,chat,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,unresolved,65.7,1.0,agt-026
TKT-01387,2024-04-13,social_media,billing,you overcharged me by 49.99. i need this fixed now or i'm canceling.,13,negative,complaint,unresolved,52.0,2.0,agt-040
TKT-00485,2024-02-27,email,technical support,can i integrate your service with zapier?,7,neutral,inquiry,escalated,13.4,3.0,agt-027
TKT-00096,2024-08-25,email,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,pending,65.5,,agt-003
TKT-01021,2024-11-11,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,pending,8.2,,agt-023
TKT-00564,2024-11-22,phone_transcript,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,pending,68.6,,agt-036
TKT-01265,2024-06-12,phone_transcript,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,32.7,3.0,agt-049
TKT-00743,2024-07-10,chat,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,resolved,38.1,2.0,agt-038
TKT-00864,2024-12-18,email,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,escalated,27.8,3.0,agt-036
TKT-00892,2024-12-15,phone_transcript,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,resolved,33.6,4.0,agt-014
TKT-01039,2024-07-28,email,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,16.3,4.0,agt-008
TKT-00207,2024-05-05,chat,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,36.2,3.0,agt-032
TKT-00393,2024-04-03,chat,returns,i have a positive experience regarding returns. this is a escalation request.,12,positive,escalation_request,escalated,45.1,4.0,agt-030
TKT-00795,2024-09-24,email,billing,i have a neutral experience regarding billing. this is a cancellation.,11,neutral,cancellation,resolved,57.1,2.0,agt-018
TKT-00871,2024-01-23,email,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,7.9,1.0,agt-010
TKT-00398,2024-03-01,email,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,pending,37.7,,agt-021
TKT-00767,2024-07-02,phone_transcript,billing,why was my credit card charged again? i already paid for this billing cycle.,14,negative,complaint,resolved,13.2,3.0,agt-045
TKT-01377,2024-05-29,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,70.8,2.0,agt-023
TKT-01242,2024-12-07,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,12.8,5.0,agt-042
TKT-01029,2024-05-22,email,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,escalated,52.8,1.0,agt-015
TKT-00643,2024-03-27,chat,technical support,i have a negative experience regarding technical support. this is a cancellation.,12,negative,cancellation,resolved,4.1,3.0,agt-024
TKT-00613,2024-10-03,phone_transcript,technical support,can i integrate your service with zapier?,7,neutral,inquiry,pending,39.6,,agt-008
TKT-00961,2024-09-14,phone_transcript,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,escalated,48.1,5.0,agt-018
TKT-00726,2024-06-23,social_media,shipping,my package was supposed to arrive 5 days ago. the tracking hasn't updated in a week.,16,negative,complaint,resolved,60.0,4.0,agt-050
TKT-00684,2024-12-06,social_media,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,18.0,5.0,agt-009
TKT-00099,2024-02-20,chat,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,escalated,70.6,2.0,agt-004
TKT-00805,2024-10-14,social_media,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,pending,69.6,,agt-017
TKT-00407,2024-05-21,phone_transcript,billing,i have a negative experience regarding billing. this is a feedback.,11,negative,feedback,resolved,16.7,5.0,agt-001
TKT-00503,2024-02-14,email,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,resolved,36.0,1.0,agt-034
TKT-01072,2024-05-21,chat,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,44.0,4.0,agt-001
TKT-01057,2024-02-01,social_media,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,45.2,4.0,agt-015
TKT-00930,2024-02-28,phone_transcript,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,resolved,13.4,2.0,agt-005
TKT-00780,2024-02-10,chat,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,resolved,31.0,4.0,agt-028
TKT-00201,2024-01-30,chat,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,escalated,40.7,5.0,agt-016
TKT-00135,2024-10-10,social_media,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,escalated,67.3,5.0,agt-006
TKT-01052,2024-08-05,email,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,unresolved,50.5,2.0,agt-048
TKT-00041,2024-11-18,social_media,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,resolved,41.7,3.0,agt-010
TKT-01018,2024-02-11,phone_transcript,technical support,i have a negative experience regarding technical support. this is a feedback.,12,negative,feedback,resolved,29.7,2.0,agt-050
TKT-00231,2024-04-23,email,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,37.0,2.0,agt-029
TKT-00379,2024-11-11,social_media,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,47.6,4.0,agt-021
TKT-00289,2024-04-22,email,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,resolved,1.9,4.0,agt-009
TKT-00419,2024-03-17,social_media,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,34.3,1.0,agt-041
TKT-00392,2024-12-04,email,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,escalated,59.2,5.0,agt-031
TKT-00593,2024-10-21,phone_transcript,returns,i have a negative experience regarding returns. this is a escalation request.,12,negative,escalation_request,pending,1.8,,agt-010
TKT-01163,2024-07-31,phone_transcript,billing,i have a positive experience regarding billing. this is a escalation request.,12,positive,escalation_request,resolved,59.4,3.0,agt-010
TKT-01087,2024-07-10,chat,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,neutral,feedback,pending,0.9,,agt-036
TKT-00648,2024-06-30,chat,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,71.8,5.0,agt-048
TKT-01153,2024-12-20,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,53.4,5.0,agt-019
TKT-01368,2024-03-25,chat,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,resolved,66.6,2.0,agt-022
TKT-00521,2024-12-25,email,shipping,i have a positive experience regarding shipping. this is a complaint.,11,positive,complaint,resolved,42.7,4.0,agt-028
TKT-00065,2024-10-15,email,returns,can i exchange instead of return?,6,neutral,inquiry,resolved,68.4,1.0,agt-039
TKT-00015,2024-09-21,phone_transcript,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,,resolved,32.8,1.0,agt-036
TKT-01181,2024-05-07,social_media,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,pending,60.2,,agt-018
TKT-01065,2024-06-26,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,escalated,52.6,2.0,agt-013
TKT-00493,2024-10-23,chat,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,unresolved,26.3,1.0,agt-025
TKT-00380,2024-11-24,chat,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,escalated,31.7,5.0,agt-031
TKT-00188,2024-10-08,phone_transcript,technical support,is there documentation on how to use the bulk upload feature?,11,neutral,inquiry,resolved,65.8,4.0,agt-044
TKT-00764,2024-12-21,email,shipping,i have a neutral experience regarding shipping. this is a complaint.,11,neutral,complaint,resolved,48.8,2.0,agt-013
TKT-00217,2024-04-28,email,billing,i have a negative experience regarding billing. this is a cancellation.,11,negative,cancellation,resolved,60.5,2.0,agt-026
TKT-00792,2024-04-05,chat,returns,i have a negative experience regarding returns. this is a feedback.,11,negative,feedback,resolved,50.8,1.0,agt-029
TKT-01077,2024-12-17,social_media,account,i have a neutral experience regarding account. this is a feedback.,11,neutral,feedback,escalated,60.0,1.0,agt-035
TKT-00879,2024-04-30,chat,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,escalated,26.4,1.0,agt-031
TKT-00338,2024-02-08,email,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,escalated,52.2,1.0,agt-019
TKT-00720,2024-04-09,social_media,returns,i have a positive experience regarding returns. this is a complaint.,11,positive,complaint,resolved,47.7,4.0,agt-005
